Message Name,mToken,Field Number (fNum),Field Name (name),Field Type (fType),Enum Set (eSet),Field Description (desc),Data Products
ResponderMarkupRC,SRATS,111,roundRule,Enum,"None,Exact,Fuzzy",,
ResponderMarkupRC,SRATS,112,openExpiryQty,Int,,remaining revcons (100 share units) available for responding (day total; this ticker/expiry; all strikes),
ResponderMarkupRC,SRATS,113,openTickerQty,Int,,remaining revcons (100 share units) available for responding (day total; ticker; all strikes),
ResponderMarkupRC,SRATS,114,cumFillQty,Int,,revcons (100 share units) traded (day total; this expiry; all strikes),
ResponderMarkupRC,SRATS,115,cumFillMoney,Double,,cumulative fill money (credit/debit) (this expiry),
ResponderMarkupRC,SRATS,116,avgFillRate,Double,,avg fill effective stock rate (this expiry),
ResponderMarkupRC,SRATS,117,isDivControlDisabled,Enum,"None,Yes,No",yes if dividend control above is triggered,
ResponderMarkupRC,SRATS,118,uBid,Double,,live stock nbbo bid price [SR Supplied],
ResponderMarkupRC,SRATS,119,uAsk,Double,,live stock nbbo ask price [SR Supplied],
ResponderMarkupRC,SRATS,120,iDays,Double,,iDays = effective interest days [SR supplied],
ResponderMarkupRC,SRATS,121,iYears,Double,,iYears = iDays / 360.0,
ResponderMarkupRC,SRATS,122,strike,Double,,SR selected strike (standard day strike),
ResponderMarkupRC,SRATS,123,rcEExPrem,Double,,rcEExPrem = (pRv.price - pRvE.price) - (cRv.price - cRvE.price) [american price - european price] (same model parameters; SR supplied parameters including DDivs; is zero for flex revcons),
ResponderMarkupRC,SRATS,124,strikePv,Double,,strikePv = strike * (1.0 - moneyRate * iYears) [moneyRate supplied above],
ResponderMarkupRC,SRATS,125,stockLendPv,Double,,stockLendPv = uPrc * stockRate * iYears [stockRate supplied above],
ResponderMarkupRC,SRATS,126,revConPrem,Double,,revConPrem = stockLendPv + strikePv + ddivPv + rcEExPrem (if any) [uPrc + pRv.price - cRv.price] [ddivPv supplied above],
ResponderMarkupRC,SRATS,127,effRevConLimit,Double,,effRevConLimit = refConPrem +/- transactFee [lend/borrow],
ResponderMarkupRC,SRATS,128,limitPrice,Double,,limitPrice = ROUND(effRevConLimit) [this is your response limit],
ResponderMarkupRC,SRATS,129,effStockLendPv,Double,,effStockLendPv = limitPrice - strikePv - ddivPv - rcEExPrem,
ResponderMarkupRC,SRATS,130,effStockRate,Double,,effStockRate = effStockLendPv / (uPrc * iYears),
ResponderMarkupRC,SRATS,135,numNotices,Long,,number of notices that match response bucket,
ResponderMarkupRC,SRATS,136,numNoticeSR,Long,,number of SR auction numNotices,
ResponderMarkupRC,SRATS,137,numNoticeAMEX,Long,,,
ResponderMarkupRC,SRATS,138,numNoticeBATS,Long,,,
ResponderMarkupRC,SRATS,139,numNoticeBOX,Long,,,
ResponderMarkupRC,SRATS,140,numNoticeCBOE,Long,,,
ResponderMarkupRC,SRATS,141,numNoticeC2,Long,,,
ResponderMarkupRC,SRATS,142,numNoticeEDGO,Long,,,
ResponderMarkupRC,SRATS,143,numNoticeEMLD,Long,,,
ResponderMarkupRC,SRATS,144,numNoticeGMNI,Long,,,
ResponderMarkupRC,SRATS,145,numNoticeISE,Long,,,
ResponderMarkupRC,SRATS,146,numNoticeMCRY,Long,,,
ResponderMarkupRC,SRATS,147,numNoticeMEMX,Long,,,
ResponderMarkupRC,SRATS,148,numNoticeMIAX,Long,,,
ResponderMarkupRC,SRATS,149,numNoticeMPRL,Long,,,
ResponderMarkupRC,SRATS,150,numNoticeNYSE,Long,,,
ResponderMarkupRC,SRATS,151,numNoticeNQBX,Long,,,
ResponderMarkupRC,SRATS,152,numNoticeNSDQ,Long,,,
ResponderMarkupRC,SRATS,153,numNoticePHLX,Long,,,
ResponderMarkupRC,SRATS,154,numNoticeSPHR,Long,,,
ResponderMarkupRC,SRATS,155,respDisabledSkips,Long,,number skipped from isDisabled,
ResponderMarkupRC,SRATS,156,listedFlexSkips,Long,,number skipped from flex/listed filter,
ResponderMarkupRC,SRATS,157,noticePriceSkips,Long,,number skipped from limit price filter (exchange only),
ResponderMarkupRC,SRATS,158,sizeLimitSkips,Long,,number skipped from aggregate contract/vega size limit,
ResponderMarkupRC,SRATS,159,riskGroupLimitSkips,Long,,number skipped from riskGroup limits,
ResponderMarkupRC,SRATS,160,numResponses,Long,,number of response attempts (number of parentOrders/NoticeExecReports),
ResponderMarkupRC,SRATS,161,numFullSize,Long,,,
ResponderMarkupRC,SRATS,162,numAllocSize,Long,,,
ResponderMarkupRC,SRATS,163,numPriceMiss,Long,,,
ResponderMarkupRC,SRATS,164,numTooLate,Long,,,
ResponderMarkupRC,SRATS,165,numOtherMiss,Long,,,
ResponderMarkupRC,SRATS,166,numDidNotTrade,Long,,,
ResponderMarkupRC,SRATS,131,modifiedBy,String,,user who last modified this record,
ResponderMarkupRC,SRATS,132,modifiedIn,Enum,"None,Neptune,Pluto,V7_Stable,V7_Latest,Saturn,Venus,Mars,SysTest,V7_Current",,
ResponderMarkupRC,SRATS,133,timestamp,DateTime,,timestamp of last modification,
ResponderMarkupSN,SRATS,10,accnt,String,,,
ResponderMarkupSN,SRATS,11,clientFirm,String,,,
ResponderMarkupSN,SRATS,15,ekey,ExpiryKey,,,
ResponderMarkupSN,SRATS,14,respSide,Enum,"None,Buy,Sell",auction responder side (your side); Buy = Buy Synthetic (European/Flex),
ResponderMarkupSN,SRATS,100,ticker,TickerKey,,,
ResponderMarkupSN,SRATS,101,isDisabled,Enum,"None,Yes,No","if Yes, this auto-responder record is disabled",
ResponderMarkupSN,SRATS,102,expiryQtyAvail,Int,,synthetics (contracts) available for responding (day total; this ticker/expiry; all strikes) [note: 1 contract = undPerCn underlier units],
ResponderMarkupSN,SRATS,103,tickerQtyAvail,Int,,synthetics (contracts) available for responding (day total; this ticker; all strikes) [note: 1 contract = undPerCn underlier units],
ResponderMarkupSN,SRATS,104,refUPrcType,Enum,"None,Mid,Cross,Join",mid or cross (bid/ask),
ResponderMarkupSN,SRATS,105,transactFee,Double,,(+ = you pay) / (- = you receive),
ResponderMarkupSN,SRATS,106,stockRate,Double,,0.00 = no effective lend/borrow value  (360 day convention),
ResponderMarkupSN,SRATS,107,moneyRate,Double,,effective rate to borrow/lend money to expiry (360 day convention) [compares to globalRate * 360 / 365],
ResponderMarkupSN,SRATS,108,ddivPv,Double,,present value of any expected dividends to expiry,
ResponderMarkupSN,SRATS,109,divControl,Enum,"None,DisableAny,DisableEstimates",disable this auto-responder record if SR Dividends exist or are estimates,
ResponderMarkupSN,SRATS,110,incFeesInResp,Enum,"None,Yes,No",include all estimated responder fees in final response price,
ResponderMarkupSN,SRATS,111,roundRule,Enum,"None,Exact,Fuzzy",,
ResponderMarkupSN,SRATS,112,openExpiryQty,Int,,remaining synthetics (100 share units) available for responding (day total; this ticker/expiry; all strikes),
ResponderMarkupSN,SRATS,113,openTickerQty,Int,,remaining synthetics (100 share units) available for responding (day total; this ticker; all strikes),
ResponderMarkupSN,SRATS,114,cumExpiryQty,Int,,synthetics (100 share units) traded (day total; this expiry; all strikes),
ResponderMarkupSN,SRATS,115,cumExpiryMoney,Double,,cumulative fill money (credit/debit) (this expiry),
ResponderMarkupSN,SRATS,116,avgExpiryPrice,Double,,avg fill effective price (this expiry) [compare to live uPrc],
ResponderMarkupSN,SRATS,117,isDivControlDisabled,Enum,"None,Yes,No",yes if dividend control above is triggered,
ResponderMarkupSN,SRATS,118,uBid,Double,,live stock price [nbbo bid],
ResponderMarkupSN,SRATS,119,uAsk,Double,,live stock price [nbbo ask],
ResponderMarkupSN,SRATS,120,iDays,Double,,iDays = effective interest days [SR supplied],
ResponderMarkupSN,SRATS,121,iYears,Double,,iYears = iDays / 360.0,
ResponderMarkupSN,SRATS,122,strike,Double,,SR selected strike,
ResponderMarkupSN,SRATS,123,strikePv,Double,,strikePv = strike * (1.0 - moneyRate * iYears) [moneyRate supplied above],
ResponderMarkupSN,SRATS,124,stockLendPv,Double,,stockLendPv = uPrc * stockRate * iYears [stockRate supplied above],
ResponderMarkupSN,SRATS,125,syntheticPrem,Double,,syntheticPrem = stockLendPv + strikePv + ddivPv + rcEExPrem (if any) [uPrc + pRv.price - cRv.price] [ddivPv supplied above],
ResponderMarkupSN,SRATS,126,effSyntheticLimit,Double,,effSyntheticLimit = syntheticPrem +/- transactFee [buy/sell],
ResponderMarkupSN,SRATS,127,limitPrice,Double,,limitPrice = ROUND(effSyntheticLimit) [this is your response limit price],
ResponderMarkupSN,SRATS,131,numNotices,Long,,number of notices that match response bucket,
ResponderMarkupSN,SRATS,132,numNoticeSR,Long,,number of SR auction numNotices,
ResponderMarkupSN,SRATS,133,numNoticeAMEX,Long,,,
ResponderMarkupSN,SRATS,134,numNoticeBATS,Long,,,
ResponderMarkupSN,SRATS,135,numNoticeBOX,Long,,,
ResponderMarkupSN,SRATS,136,numNoticeCBOE,Long,,,
ResponderMarkupSN,SRATS,137,numNoticeC2,Long,,,
ResponderMarkupSN,SRATS,138,numNoticeEDGO,Long,,,
ResponderMarkupSN,SRATS,139,numNoticeEMLD,Long,,,
ResponderMarkupSN,SRATS,140,numNoticeGMNI,Long,,,
ResponderMarkupSN,SRATS,141,numNoticeISE,Long,,,
ResponderMarkupSN,SRATS,142,numNoticeMCRY,Long,,,
ResponderMarkupSN,SRATS,143,numNoticeMEMX,Long,,,
ResponderMarkupSN,SRATS,144,numNoticeMIAX,Long,,,
ResponderMarkupSN,SRATS,145,numNoticeMPRL,Long,,,
ResponderMarkupSN,SRATS,146,numNoticeNYSE,Long,,,
ResponderMarkupSN,SRATS,147,numNoticeNQBX,Long,,,
ResponderMarkupSN,SRATS,148,numNoticeNSDQ,Long,,,
ResponderMarkupSN,SRATS,149,numNoticePHLX,Long,,,
ResponderMarkupSN,SRATS,150,numNoticeSPHR,Long,,,
ResponderMarkupSN,SRATS,151,numDisabled,Long,,number skipped from isDisabled,
ResponderMarkupSN,SRATS,152,numListedFlexMiss,Long,,number skipped from flex/listed filter,
ResponderMarkupSN,SRATS,153,numNoticePriceMiss,Long,,number skipped from limit price filter (exchange only),
ResponderMarkupSN,SRATS,154,numAggSizeLimit,Long,,number skipped from aggregate contract/vega size limit,
ResponderMarkupSN,SRATS,155,numRiskGroupLimit,Long,,number skipped from riskGroup limits,
ResponderMarkupSN,SRATS,156,numResponses,Long,,number of response attempts (number of parentOrders/NoticeExecReports),
ResponderMarkupSN,SRATS,157,numFullSize,Long,,,
ResponderMarkupSN,SRATS,158,numAllocSize,Long,,,
ResponderMarkupSN,SRATS,159,numPriceMiss,Long,,,
ResponderMarkupSN,SRATS,160,numTooLate,Long,,,
ResponderMarkupSN,SRATS,161,numOtherMiss,Long,,,
ResponderMarkupSN,SRATS,162,numDidNotTrade,Long,,,
ResponderMarkupSN,SRATS,128,modifiedBy,String,,user who last modified this record,
ResponderMarkupSN,SRATS,129,modifiedIn,Enum,"None,Neptune,Pluto,V7_Stable,V7_Latest,Saturn,Venus,Mars,SysTest,V7_Current",,
ResponderMarkupSN,SRATS,130,timestamp,DateTime,,timestamp of last modification,
ResponderMarkupBX,SRATS,10,accnt,String,,,
ResponderMarkupBX,SRATS,11,clientFirm,String,,,
ResponderMarkupBX,SRATS,15,ekey,ExpiryKey,,,
ResponderMarkupBX,SRATS,14,respSide,Enum,"None,Buy,Sell",auction responder side (your side) (Buy = Buy/Borrow Cash),
ResponderMarkupBX,SRATS,100,ticker,TickerKey,,,
ResponderMarkupBX,SRATS,101,isDisabled,Enum,"None,Yes,No","if Yes, this auto-responder record is disabled",
ResponderMarkupBX,SRATS,102,expiryMoneyAvail,Long,,money available for responding (day total; this ticker/expiry; all strikes) [note: money = (hiStrike - loStrike) * pointValue per BX spread],
ResponderMarkupBX,SRATS,103,tickerMoneyAvail,Long,,money available for responding (day total; this ticker; all strikes),
ResponderMarkupBX,SRATS,104,transactFee,Double,,,
ResponderMarkupBX,SRATS,105,moneyRate,Double,,0.00 = no effective lend/borrow value (360 day convention),
ResponderMarkupBX,SRATS,106,incFeesInResp,Enum,"None,Yes,No",include all estimated responder fees in final response price,
ResponderMarkupBX,SRATS,107,roundRule,Enum,"None,Exact,Fuzzy",,
ResponderMarkupBX,SRATS,108,openExpiryMoney,Int,,remaining synthetics (100 share units) available for responding (day total; this ticker/expiry; all strikes),
ResponderMarkupBX,SRATS,109,openTickerMoney,Int,,remaining synthetics (100 share units) available for responding (day total; this ticker; all strikes),
ResponderMarkupBX,SRATS,110,cumFillMoney,Double,,cumulative fill money (credit/debit) (this expiry),
ResponderMarkupBX,SRATS,111,avgFillRate,Double,,avg fill effective moneyRate (this expiry),
ResponderMarkupBX,SRATS,112,isDivControlDisabled,Enum,"None,Yes,No",yes if dividend control above is triggered,
ResponderMarkupBX,SRATS,113,iDays,Double,,iDays = effective interest days [SR supplied],
ResponderMarkupBX,SRATS,114,iYears,Double,,iYears = iDays / 360.0,
ResponderMarkupBX,SRATS,118,numNotices,Long,,number of notices that match response bucket,
ResponderMarkupBX,SRATS,119,numNoticeSR,Long,,number of SR auction numNotices,
ResponderMarkupBX,SRATS,120,numNoticeAMEX,Long,,,
ResponderMarkupBX,SRATS,121,numNoticeBATS,Long,,,
ResponderMarkupBX,SRATS,122,numNoticeBOX,Long,,,
ResponderMarkupBX,SRATS,123,numNoticeCBOE,Long,,,
ResponderMarkupBX,SRATS,124,numNoticeC2,Long,,,
ResponderMarkupBX,SRATS,125,numNoticeEDGO,Long,,,
ResponderMarkupBX,SRATS,126,numNoticeEMLD,Long,,,
ResponderMarkupBX,SRATS,127,numNoticeGMNI,Long,,,
ResponderMarkupBX,SRATS,128,numNoticeISE,Long,,,
ResponderMarkupBX,SRATS,129,numNoticeMCRY,Long,,,
ResponderMarkupBX,SRATS,130,numNoticeMEMX,Long,,,
ResponderMarkupBX,SRATS,131,numNoticeMIAX,Long,,,
ResponderMarkupBX,SRATS,132,numNoticeMPRL,Long,,,
ResponderMarkupBX,SRATS,133,numNoticeNYSE,Long,,,
ResponderMarkupBX,SRATS,134,numNoticeNQBX,Long,,,
ResponderMarkupBX,SRATS,135,numNoticeNSDQ,Long,,,
ResponderMarkupBX,SRATS,136,numNoticePHLX,Long,,,
ResponderMarkupBX,SRATS,137,numNoticeSPHR,Long,,,
ResponderMarkupBX,SRATS,138,numDisabled,Long,,number skipped from isDisabled,
ResponderMarkupBX,SRATS,139,numListedFlexMiss,Long,,number skipped from flex/listed filter,
ResponderMarkupBX,SRATS,140,numNoticePriceMiss,Long,,number skipped from limit price filter (exchange only),
ResponderMarkupBX,SRATS,141,numAggSizeLimit,Long,,number skipped from aggregate contract/vega size limit,
ResponderMarkupBX,SRATS,142,numRiskGroupLimit,Long,,number skipped from riskGroup limits,
ResponderMarkupBX,SRATS,143,numResponses,Long,,number of response attempts (number of parentOrders/NoticeExecReports),
ResponderMarkupBX,SRATS,144,numFullSize,Long,,,
ResponderMarkupBX,SRATS,145,numAllocSize,Long,,,
ResponderMarkupBX,SRATS,146,numPriceMiss,Long,,,
ResponderMarkupBX,SRATS,147,numTooLate,Long,,,
ResponderMarkupBX,SRATS,148,numOtherMiss,Long,,,
ResponderMarkupBX,SRATS,149,numDidNotTrade,Long,,,
ResponderMarkupBX,SRATS,115,modifiedBy,String,,user who last modified this record,
ResponderMarkupBX,SRATS,116,modifiedIn,Enum,"None,Neptune,Pluto,V7_Stable,V7_Latest,Saturn,Venus,Mars,SysTest,V7_Current",,
ResponderMarkupBX,SRATS,117,timestamp,DateTime,,timestamp of last modification,
SpdrAuctionState,OptExchAuction,10,secKey,OptionKey,,,
SpdrAuctionState,OptExchAuction,11,secType,Enum,"None,Stock,Future,Option,MLeg",,
SpdrAuctionState,OptExchAuction,12,auctionExch,Enum,"None,AMEX,BOX,CBOE,ISE,NYSE,PHLX,NSDQ,BATS,C2,NQBX,MIAX,GMNI,CME,CBOT,NYMEX,COMEX,ICE,EDGO,MCRY,MPRL,SDRK,DQTE,EMLD,CFE,MEMX,SPHR,EUREX,CEDX,NXAM,NXBR,NXLS,NXML,NXOS,NXP,ICEFE",exchange handling the auction,
SpdrAuctionState,OptExchAuction,14,auctionExDest,String,,external exDest of auction (usually means auction is off-exchange),
SpdrAuctionState,OptExchAuction,100,srAuctionID,Long,,unique SR AUCTION ID (required when responding to an auction notice),
SpdrAuctionState,OptExchAuction,103,exchAuctionId,String,,,
SpdrAuctionState,OptExchAuction,106,exchAuctionType,String,,,
SpdrAuctionState,OptExchAuction,109,isTestAuction,Enum,"None,Yes,No",test auction (should only respond from T.accnts),
SpdrAuctionState,OptExchAuction,212,auctionEvent,Enum,"None,Start,Update,End",,
SpdrAuctionState,OptExchAuction,115,auctionShape,Enum,"None,Single,MLeg",,
SpdrAuctionState,OptExchAuction,118,auctionType,Enum,"None,Exposure,Improvement,Facilitation,Solicitation,Opening,Closing,RFQ,Block,Flash",,
SpdrAuctionState,OptExchAuction,121,auctionSide,Enum,"None,Buy,Sell",Market side (client/imbalance side of auction; if known) [responder should be opposite side],
SpdrAuctionState,OptExchAuction,124,auctionSize,Int,,size available to trade,
SpdrAuctionState,OptExchAuction,127,auctionPrice,Double,,auction price (can be positive or negative),
SpdrAuctionState,OptExchAuction,130,isAuctionPriceValid,Enum,"None,Yes,No",,
SpdrAuctionState,OptExchAuction,133,auctionDuration,Int,,expected auction / imbalance action duration (ms),
SpdrAuctionState,OptExchAuction,136,auctionStartSize,Int,,initial (starting) auction size,
SpdrAuctionState,OptExchAuction,139,auctionStartPrice,Double,,initial (starting) auction price,
SpdrAuctionState,OptExchAuction,142,auctionStartTimestamp,Long,,auction start timestamp,
SpdrAuctionState,OptExchAuction,145,minResponseSize,Int,,minimum size of the response order,
SpdrAuctionState,OptExchAuction,148,limitType,Enum,"None,Market,Limit",client / imbalance limit type (if available),
SpdrAuctionState,OptExchAuction,151,firmType,Enum,"None,Customer,Firm,MarketMaker,ProCustomer,BrokerDealer,AwayMM,FirmJBO,BrkrDlrCust",firm type of the client side of auction (if available),
SpdrAuctionState,OptExchAuction,154,memberMPID,String,,exchange member initiating auction (if available),
SpdrAuctionState,OptExchAuction,157,clientAccnt,String,,client account designation (if known),
SpdrAuctionState,OptExchAuction,160,otherDetail,String,,additional auction detail (exchange specific),
SpdrAuctionState,OptExchAuction,163,matchedSize,Int,,size already matched (may still be available to trade at a better price),
SpdrAuctionState,OptExchAuction,166,numUpdates,Byte,,number of auction updates received (not counting auction termination message),
SpdrAuctionState,OptExchAuction,169,numResponses,Byte,,as reported by exchange (if available),
SpdrAuctionState,OptExchAuction,172,bestResponseSize,Int,,,
SpdrAuctionState,OptExchAuction,175,bestResponsePrice,Double,,,
SpdrAuctionState,OptExchAuction,178,cumFillQuantity,Int,,as reported by exchange (if available),
SpdrAuctionState,OptExchAuction,181,avgFillPrice,Double,,,
SpdrAuctionState,OptExchAuction,184,marketStatus,Enum,"None,PreOpen,PreCross,Cross,Open,Closed,Halted,AfterHours","market status (pre-open, open, closed, etc)",
SpdrAuctionState,OptExchAuction,187,srcTimestamp,Long,,source timestamp (nanoseconds) if available,
SpdrAuctionState,OptExchAuction,190,netTimestamp,Long,,network timestamp message arrival @ direct exchange gateway,
SpdrAuctionState,OptExchAuction,193,dgwTimestamp,Long,,network timestamp mbus message send @ direct exchange gateway,
SpdrAuctionState,OptExchAuction,196,timestamp,DateTime,,,
SpdrAuctionState,OptExchAuction,199,Legs,Repeater,,,
SpdrAuctionState,OptExchAuction,202,legSecKey,OptionKey,,,
SpdrAuctionState,OptExchAuction,205,legSecType,Enum,"None,Stock,Future,Option,MLeg",,
SpdrAuctionState,OptExchAuction,208,legSide,Enum,"None,Buy,Sell",,
SpdrAuctionState,OptExchAuction,211,legRatio,UShort,,"leg ratio (1, 2, etc)",
CurrencyConversion,FxMktData,10,srcCurrency,Enum,"None,AUD,BRL,CAD,CHF,CNH,CNY,EUR,GBP,JPY,KRW,MXN,MYR,NOK,NZD,SEK,TRY,USD,USDCents,CZK,ZAR,HUF,USX,GBX,DKK,GEL",,
CurrencyConversion,FxMktData,11,tgtCurrency,Enum,"None,AUD,BRL,CAD,CHF,CNH,CNY,EUR,GBP,JPY,KRW,MXN,MYR,NOK,NZD,SEK,TRY,USD,USDCents,CZK,ZAR,HUF,USX,GBX,DKK,GEL",,
CurrencyConversion,FxMktData,100,convertRate,Double,,,
CurrencyConversion,FxMktData,101,timestamp,DateTime,,,
FutureBookQuote,FutMktData,10,fkey,ExpiryKey,,,FuturesAPI
FutureBookQuote,FutMktData,100,updateType,Enum,"None,PrcChange,SizeOnly,PrevPeriod",,FuturesAPI
